"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"87",-3.7,-1.17022821720008,-0.191986042630962,26.277414179917,-0.191986042630962,-0.978242174569118,-1.02716260187393,0.0154752986523422,-6.40343846762476,0.0786650991150798
"88",-3.8,-1.23064506101346,-0.168671988365845,24.0236912338331,-0.168671988365845,-1.06197307264761,-0.197958328431895,0.0373803552270059,-6.90639048217736,0.103809346564641
"89",-3.9,-1.05565738008519,-0.165266431539406,24.3994309236107,-0.165266431539406,-0.890390948545783,-0.735830966252073,0.0323259612747057,-3.63565321125935,-0.0260876646070683
"90",-3.8,-1.27116369532805,-0.197325661124651,24.97539428087,-0.197325661124651,-1.0738380342034,-0.443779086712758,0.0453093954963565,-6.17359672179643,0.0634467462876263
"91",-3.8,-1.06770494545074,-0.204915723683732,25.0155259672572,-0.204915723683732,-0.862789221767004,-0.79774405059464,0.042587205993444,-1.03026491273326,-0.118951317759376
"92",-3.7,-1.21368581970108,-0.162506012555286,24.5679477109988,-0.162506012555286,-1.0511798071458,-0.60862797510755,0.0360221797277635,-5.2039266153811,0.0120862597265081
"93",-3.5,-1.13742521672603,-0.101687975699667,20.3395598776915,-0.101687975699667,-1.03573724102637,-0.19148246720422,0.0802196420611331,-0.571082171276495,-0.132884426675589
"94",-3.8,-1.00954232702847,-0.182647316617939,24.098032887136,-0.182647316617939,-0.826895010410527,-0.587221354057854,0.0347161226409206,-1.09663328679566,-0.0766425324842319
"95",-3.8,-1.05577343034289,-0.184309599706119,24.2945611992383,-0.184309599706119,-0.871463830636769,-0.909721700775104,0.0456386294782141,-0.978796623129765,-0.111197140962007
"96",-3.4,-1.29608579869418,-0.206206426019691,25.3443831775691,-0.206206426019691,-1.08987937267449,-0.167244648284895,0.030443575621898,-4.53673638584516,0.00391737085469604
"97",-4,-1.08241522272989,-0.135978944129536,23.0268834824673,-0.135978944129536,-0.946436278600358,0.0519437671803406,0.0446926688459909,-3.29386370432511,-0.0529929237422928
"98",-3.9,-1.00636862278536,-0.120462167209618,23.2486837059348,-0.120462167209618,-0.885906455575744,-0.796113496318533,0.035222832796895,-3.42760804605748,-0.02840859192349
"99",-3.5,-1.30244263613245,-0.170613749473339,24.9036916683536,-0.170613749473339,-1.13182888665911,-0.777836366654125,0.03776995788512,-8.49476966865732,0.118139503651069
"100",-3.5,-1.13743258838148,-0.14244424225757,22.2411075526578,-0.14244424225757,-0.994988346123913,0.09204801182951,0.0631797728862694,-4.28830275249297,-0.0119360654217176
"101",-4.4,-1.08142055652549,-0.166814364171819,24.2771461597027,-0.166814364171819,-0.914606192353671,-0.841457446667218,0.0527233344177051,-4.04397160424837,-0.0139833127699992
"102",-3.5,-1.25336808695208,-0.195027581154039,26.0515040441443,-0.195027581154039,-1.05834050579804,-1.1697488809719,0.0237806038680412,-4.96664637889065,0.0386241440283185
"103",-3.9,-1.07740124745749,-0.150002753796195,24.0648694838482,-0.150002753796195,-0.927398493661299,-0.973487535397478,0.0368743692399938,-3.31768246264425,-0.0252695068783376
"104",-3.9,-1.06149227685935,-0.181453508508374,26.3678953396544,-0.181453508508374,-0.880038768350976,-0.104842393733349,0.0046733030220427,-7.44210112322313,0.0819733139434688
"105",-3.8,-1.18067621726232,-0.175594417803248,24.172611056474,-0.175594417803248,-1.00508179945908,0.352096888492589,0.0472300618046797,-7.30466285072935,0.066722043067284
"106",-4.5,-1.10564468810441,-0.153882644745882,26.4106416940333,-0.153882644745882,-0.951762043358526,-1.53583362828497,0.0164562091128022,-6.30222314353304,0.0454199991081692
"107",-5,-0.862106596050249,-0.190906775622412,24.6451851972283,-0.190906775622412,-0.671199820427837,-0.495120925874187,0.0357787252171311,-2.71591219413668,-0.0511941367493821
"108",-3.8,-0.920911723541147,-0.161943995332011,20.734791469278,-0.161943995332011,-0.758967728209137,0.559525869425583,0.0858742018255905,-0.12124124663337,-0.1422730169324
"109",-3.5,-1.3360815849669,-0.17446223836386,22.4466500115338,-0.17446223836386,-1.16161934660304,0.129033109504861,0.0811967330178962,-6.63953471216153,0.0663630875502035
"110",-3.8,-1.09629577870693,-0.177545459525471,22.7250858710371,-0.177545459525471,-0.918750319181463,0.144535547282243,0.0670563092171153,-3.80798832257341,0.015813261605486
"111",-3.9,-1.22580533736272,-0.180819715290059,23.4390508373525,-0.180819715290059,-1.04498562207266,0.563940655174353,0.0650247194813413,-6.50210140675277,0.0477488890162367
"112",-4.1,-1.00504364096749,-0.155682371366015,23.9725567445741,-0.155682371366015,-0.849361269601477,-0.49236154242219,0.0236284513900202,-1.50063159524348,-0.0790449198514901
"113",-4.7,-1.04120935641925,-0.158160978059614,24.69057449119,-0.158160978059614,-0.883048378359635,-0.788834051756817,0.0369110556703029,-3.1481350263027,-0.0377985816304991
"114",-3.9,-1.02790675205637,-0.163393727031992,24.1472296383563,-0.163393727031992,-0.864513025024375,-1.32323714162373,0.0454217284366749,-5.12319455982378,0.0256357286485815
"115",-3.5,-1.08176291187204,-0.129980862598189,22.976617569209,-0.129980862598189,-0.951782049273848,-0.702249994145492,0.0429573451809265,-4.33751711130564,-0.00958171862173376
"116",-3.2,-0.925856522924853,-0.180365615698327,23.3336953526366,-0.180365615698327,-0.745490907226526,-0.803344214213425,0.0436853038410988,-4.2892357716638,0.00619828455141381
"117",-3.8,-1.07696020371285,-0.1214066454648,23.1689955876071,-0.1214066454648,-0.95555355824805,-0.663324096708129,0.0381695418692189,-0.621120955132422,-0.137053949930818
"118",-4.5,-0.846931222423441,-0.179494734727153,24.098232798836,-0.179494734727153,-0.667436487696287,-0.123913160586126,0.0237669023902624,-4.01586216008613,-0.00280977475097045
"119",-3.9,-0.998116327446057,-0.217488062902351,22.3073457328324,-0.217488062902351,-0.780628264543706,-0.204277522608018,0.0844102132534455,-6.65367442772096,0.101874111837916
"120",-4.2,-1.03184691571041,-0.212754907533094,23.830129554626,-0.212754907533094,-0.819092008177318,-0.364562042250731,0.0609839911058283,-0.88858734195071,-0.0946525176381857
"121",-4,-0.977009827823676,-0.156557931835055,23.2122357620218,-0.156557931835055,-0.820451895988621,-1.35896559498836,0.0483669859685549,-2.23021323747472,-0.0347558704828301
"122",-3.8,-1.11801062844252,-0.145690938263777,22.4024928625765,-0.145690938263777,-0.972319690178745,-0.0433700066664402,0.0685918104897072,-6.15544670512444,0.0546007682858666
"123",-3.7,-1.08489002095204,-0.196375847099436,25.899841113288,-0.196375847099436,-0.888514173852605,-0.362219958532448,0.0125782036092332,-2.60093370271482,-0.0504674707248113
"124",-4.1,-0.973637762944723,-0.133758097876068,24.2622346394683,-0.133758097876068,-0.839879665068655,-0.857185692483884,0.0285737522760279,-1.45799354677557,-0.0910395514443323
"125",-3.9,-1.25636339412947,-0.189006759490248,25.9278609639051,-0.189006759490248,-1.06735663463923,-0.0371917146977583,0.0248836369752575,-5.36217932694759,0.0201288047994963
"126",-3.6,-1.33261429061083,-0.136501036983018,24.3170833742584,-0.136501036983018,-1.19611325362781,0.12948380517181,0.0391598707916955,-7.33874077432594,0.0781043656811865
"127",-3.4,-1.06856482719248,-0.170454510919438,23.5116236416379,-0.170454510919438,-0.89811031627304,-0.16265437720684,0.0435537003273816,-4.30600740789626,-0.00043836293817522
"128",-3.6,-1.27197593900368,-0.204584609905226,24.4111762540645,-0.204584609905226,-1.06739132909845,-0.509880467598452,0.0618657511024554,-8.50049074356827,0.150323071273751
"129",-4.9,-1.19553325049429,-0.180790938949061,25.3350707488891,-0.180790938949061,-1.01474231154523,-0.309012040946239,0.0505713904054487,-5.92607832283578,0.0461472479271951
"130",-4.3,-0.907198156288299,-0.130551066019554,23.3657948912863,-0.130551066019554,-0.776647090268745,-0.67403295110407,0.0299225525014746,-3.46605205657012,-0.0454909167880255
"131",-3.2,-1.21747834919394,-0.1168234821713,22.6565794314534,-0.1168234821713,-1.10065486702264,-0.0874082890389233,0.0341709568234444,-3.36947230006989,-0.0283832158294164
"132",-3.4,-1.00993411186646,-0.131637692878049,23.0287798490241,-0.131637692878049,-0.878296418988408,-1.08064171485289,0.0416977940704716,-5.49484943028122,0.0184917197903572
"133",-4,-0.971635473817874,-0.176986816260552,24.8875277907712,-0.176986816260552,-0.794648657557322,-0.579045875908265,0.0149322407891571,-1.18124043803856,-0.0805143240749582
"134",-4.3,-0.792943936642774,-0.137925890881997,22.5592229576559,-0.137925890881997,-0.655018045760777,-0.633440859339085,0.0385591938993481,-3.17545157913233,-0.0440874414013611
"135",-4.5,-1.19294303558523,-0.170045312530002,25.2512261531987,-0.170045312530002,-1.02289772305523,-0.551186048777715,0.0510372364782478,-5.09867427569186,0.0156552335362996
"136",-4.5,-0.974902160465183,-0.177789932128507,24.6038375882928,-0.177789932128507,-0.797112228336676,-0.983056194397662,0.0387046439615536,-1.37251616540941,-0.0827266018410687
"137",-3.9,-1.13628635845416,-0.173327538398916,23.1490897388169,-0.173327538398916,-0.962958820055244,-0.4364139298516,0.0711367159655754,-5.38865994797815,0.022357706957121
"138",-3.8,-1.08280655644695,-0.218625471627645,25.5493392795343,-0.218625471627645,-0.864181084819301,-0.270427298190708,0.0310403294320191,-4.89631831602314,0.00202611917039942
"139",-4,-0.959484912530578,-0.187402537000389,25.4575520271309,-0.187402537000389,-0.772082375530189,-0.306468114081883,0.0173358572334417,-3.77843167182682,-0.0341545973853781
"140",-4,-1.06204080423015,-0.17417202653022,25.7358154246725,-0.17417202653022,-0.887868777699928,-1.24248659505106,0.0213354569516172,-5.31600177269631,0.0344840075252338
"141",-5,-0.961699004794679,-0.14790904631666,24.4055478634268,-0.14790904631666,-0.813789958478019,-0.560013856130359,0.0489253921968337,-6.41090854482005,0.0572256592088169
"142",-4.7,-0.941727800138179,-0.191666589929158,23.9527865123122,-0.191666589929158,-0.750061210209021,-0.283051089857532,0.0530726267515952,-3.56371760859804,-0.0278663892040584
"143",-4,-1.33392965303492,-0.157480557535285,24.8303470814992,-0.157480557535285,-1.17644909549964,-0.545563294474979,0.0487561388809721,-8.11879793632796,0.107112989397294
"144",-3.5,-1.1914955152626,-0.157010733879148,20.7015542023036,-0.157010733879148,-1.03448478138346,-0.0846141823635023,0.101669590351547,-7.12090213906923,0.111746053352775
"145",-3.5,-1.19514592159075,-0.165859371699001,24.3284674369636,-0.165859371699001,-1.02928654989175,-0.726854209246226,0.0360246181467277,-2.56286752096058,-0.0413605985613835
"146",-3.9,-1.17646618446053,-0.199174335683344,25.6793221861221,-0.199174335683344,-0.977291848777188,-0.893220708502641,0.0312928632387035,-7.44587329564813,0.116234363107882
"147",-4.5,-1.02363365581762,-0.206398009929801,26.7091380927815,-0.206398009929801,-0.817235645887819,-1.06005677480074,0.0154027612783703,-5.76228211367144,0.0540674341199937
"148",-3.8,-1.2927356692454,-0.157000921253782,27.1337947023628,-0.157000921253782,-1.13573474799162,-1.00423485281252,-0.00568998550698515,-5.99150881686751,0.0227327383829274
"149",-4.2,-1.09138434060981,-0.160671521104203,23.6223468954998,-0.160671521104203,-0.930712819505606,-0.114030039290736,0.056869018357969,-4.67325392543742,-0.0113560956152485
"150",-3.4,-1.32848773011527,-0.149475694816071,24.6795000991061,-0.149475694816071,-1.1790120352992,-0.537670681107341,0.0282070673135484,-1.96290859196721,-0.0639658464805832
"151",-3.2,-1.32708310934609,-0.182572523016551,23.9487962000332,-0.182572523016551,-1.14451058632954,-0.247108328490945,0.0586112883556727,-9.3185955747509,0.169936546299292
"152",-3.5,-1.48724345274746,-0.1807539705368,24.9034775448046,-0.1807539705368,-1.30648948221066,-0.873294283220407,0.0506524825001738,-9.73377985980936,0.175021572633687
"153",-3.9,-1.07117503850035,-0.156300835480496,21.3365690885296,-0.156300835480496,-0.914874203019853,-0.390880770337823,0.0890377554930328,-3.14076135492636,-0.0212937464298418
"154",-3.9,-0.891979773913371,-0.182206161549558,24.1284830188039,-0.182206161549558,-0.709773612363813,-0.862407979453801,0.0345007743507043,-3.02325036792967,-0.0460063295152819
"155",-3.8,-1.42908351689193,-0.188187183402623,23.1987093841117,-0.188187183402623,-1.2408963334893,0.186561093321672,0.0813960393585603,-8.28995713118246,0.124907944405479
"156",-3.9,-0.973772515954258,-0.174584511236213,23.82641769111,-0.174584511236213,-0.799188004718045,-0.00632291076870815,0.0384770907345244,-1.38668830907218,-0.0924946271119877
"157",-3.8,-1.06016419676997,-0.151789607268014,23.3366250389061,-0.151789607268014,-0.90837458950196,-0.89161353544483,0.0412401562359617,-1.76555162966493,-0.0726187387836571
"158",-3.9,-0.988018894458532,-0.16723046076304,23.5312864405075,-0.16723046076304,-0.820788433695492,-0.629259550434209,0.0434736829800403,-4.92345313546098,0.0287222167146308
